task_id_list	courier_id	total_score	willingness
T0004,T0015	C057	77.735	0.0549
T0004,T0015	C058	81.840	0.0974
T0004,T0015	C059	97.521	0.0657
T0004,T0015	C060	82.009	0.1178
T0004,T0015	C061	88.021	0.1050
T0004,T0015	C062	71.280	0.0842
T0004,T0015	C063	84.628	0.1009
T0004,T0015	C064	86.753	0.0614
T0004,T0015	C065	77.395	0.0560
T0004,T0015	C066	95.247	0.0758
T0004,T0015	C067	68.180	0.1093
T0004,T0015	C068	95.373	0.0528
T0004,T0015	C069	63.818	0.1156
T0004,T0016	C000	64.321	0.0974
T0004,T0016	C001	50.025	0.0841
T0004,T0016	C002	68.263	0.0978
T0004,T0016	C003	66.308	0.1104
T0004,T0016	C004	68.893	0.1161
T0004,T0016	C005	54.806	0.1001
T0004,T0016	C006	54.039	0.0610
T0004,T0016	C007	65.018	0.1200
T0004,T0016	C008	55.225	0.0468
T0004,T0016	C009	58.417	0.1093
T0004,T0016	C010	51.476	0.0912
T0004,T0016	C011	61.614	0.1181
T0004,T0016	C012	65.589	0.1183
T0004,T0016	C013	63.255	0.0588
T0004,T0016	C014	50.575	0.0723
T0004,T0016	C015	56.629	0.0679
T0004,T0016	C016	50.722	0.1100
T0004,T0016	C017	56.605	0.1009
T0004,T0016	C018	71.372	0.0572
T0004,T0016	C019	63.118	0.0586
T0004,T0016	C020	48.325	0.0687
T0004,T0016	C021	55.321	0.1427
T0004,T0016	C022	73.033	0.0747
T0004,T0016	C023	60.808	0.0892
T0004,T0016	C024	67.200	0.0493
T0004,T0016	C025	59.262	0.1288
T0004,T0016	C026	64.447	0.0475
T0004,T0016	C027	53.890	0.0902
T0004,T0016	C028	49.491	0.0643
T0004,T0016	C029	41.368	0.0359
T0004,T0016	C030	56.923	0.0718
T0004,T0016	C031	42.362	0.1146
T0004,T0016	C032	51.825	0.0965
T0004,T0016	C033	60.914	0.0437
T0004,T0016	C034	43.731	0.1178
T0004,T0016	C035	73.692	0.0473
T0004,T0016	C036	39.640	0.0944
T0004,T0016	C037	41.674	0.1390
T0004,T0016	C038	64.517	0.1015
T0004,T0016	C039	59.282	0.1031
T0004,T0016	C040	53.293	0.1177
T0004,T0016	C041	59.313	0.0545
T0004,T0016	C042	55.179	0.0958
T0004,T0016	C043	50.630	0.1431
T0004,T0016	C044	49.324	0.0565
T0004,T0016	C045	51.080	0.1212
T0004,T0016	C046	62.598	0.0889
T0004,T0016	C047	76.366	0.1378
T0004,T0016	C048	44.745	0.1132
T0004,T0016	C049	48.881	0.0379
T0004,T0016	C050	59.821	0.0672
T0004,T0016	C051	60.211	0.0842
T0004,T0016	C052	47.568	0.0756
T0004,T0016	C053	68.852	0.0629
T0004,T0016	C054	44.408	0.1273
T0004,T0016	C055	62.205	0.1359
T0004,T0016	C056	63.739	0.0777
T0004,T0016	C057	49.082	0.0768
T0004,T0016	C058	62.381	0.0344
T0004,T0016	C059	68.841	0.1069
T0004,T0016	C060	51.530	0.0902
T0004,T0016	C061	69.579	0.1352
T0004,T0016	C062	45.427	0.0760
T0004,T0016	C063	57.739	0.1185
T0004,T0016	C064	62.590	0.0829
T0004,T0016	C065	59.393	0.1139
T0004,T0016	C066	77.673	0.0880
T0004,T0016	C067	48.917	0.0947
T0004,T0016	C068	65.879	0.0585
T0004,T0016	C069	51.915	0.1214
T0004,T0017	C000	47.603	0.0791
T0004,T0017	C001	45.588	0.1010
T0004,T0017	C002	60.385	0.1192
T0004,T0017	C003	39.221	0.0862
T0004,T0017	C004	49.400	0.1121
T0004,T0017	C005	67.279	0.0737
T0004,T0017	C006	46.015	0.0689
T0004,T0017	C007	45.431	0.1086
T0004,T0017	C008	57.095	0.0631
T0004,T0017	C009	54.063	0.1077
T0004,T0017	C010	45.215	0.1400
T0004,T0017	C011	42.298	0.1307
T0004,T0017	C012	48.072	0.0599
T0004,T0017	C013	47.313	0.1086
T0004,T0017	C014	41.314	0.0973
T0004,T0017	C015	46.885	0.0941
T0004,T0017	C016	47.503	0.0887
T0004,T0017	C017	55.001	0.0771
T0004,T0017	C018	45.616	0.0992
T0004,T0017	C019	55.801	0.0717
T0004,T0017	C020	53.309	0.1259
T0004,T0017	C021	50.272	0.0838
T0004,T0017	C022	61.344	0.0672
T0004,T0017	C023	65.899	0.0862
T0004,T0017	C024	56.704	0.1141
T0004,T0017	C025	54.164	0.0952
T0004,T0017	C026	62.319	0.0646
T0004,T0017	C027	47.471	0.0880
T0004,T0017	C028	49.532	0.1284
T0004,T0017	C029	57.208	0.0688
T0004,T0017	C030	47.376	0.0818
T0004,T0017	C031	56.916	0.0787
T0004,T0017	C032	51.624	0.0679
T0004,T0017	C033	38.516	0.0633
T0004,T0017	C034	41.797	0.1032
T0004,T0017	C035	54.928	0.0632
T0004,T0017	C036	55.546	0.0790
T0004,T0017	C037	39.279	0.0735
T0004,T0017	C038	57.907	0.0783
T0004,T0017	C039	47.829	0.1072
T0004,T0017	C040	54.581	0.1226
T0004,T0017	C041	52.695	0.0898
T0004,T0017	C042	46.342	0.1035
T0004,T0017	C043	50.021	0.0956
T0004,T0017	C044	54.124	0.0529
T0004,T0017	C045	38.956	0.0897
T0004,T0017	C046	48.477	0.1035
T0004,T0017	C047	72.050	0.0588
T0004,T0017	C048	48.052	0.0862
T0004,T0017	C049	48.527	0.1122
T0004,T0017	C050	40.586	0.0718
T0004,T0017	C051	50.220	0.0733
T0004,T0017	C052	55.981	0.0574
T0004,T0017	C053	55.622	0.0876
T0004,T0017	C054	45.720	0.1259
T0004,T0017	C055	54.177	0.0841
T0004,T0017	C056	55.548	0.0499
T0004,T0017	C057	36.802	0.0982
T0004,T0017	C058	51.704	0.0756
T0004,T0017	C059	70.819	0.0458
T0004,T0017	C060	59.558	0.0809
T0004,T0017	C061	62.539	0.0711
T0004,T0017	C062	48.431	0.1032
T0004,T0017	C063	57.034	0.0866
T0004,T0017	C064	55.359	0.0980
T0004,T0017	C065	55.119	0.1250
T0004,T0017	C066	58.179	0.1045
T0004,T0017	C067	64.122	0.1109
T0004,T0017	C068	63.587	0.1241
T0004,T0017	C069	59.745	0.0870
T0004,T0018	C000	30.062	0.0952
T0004,T0018	C001	27.678	0.0981
T0004,T0018	C002	35.649	0.0839
T0004,T0018	C003	46.404	0.0967
T0004,T0018	C004	43.509	0.1338
T0004,T0018	C005	34.332	0.1272
T0004,T0018	C006	34.303	0.0922
T0004,T0018	C007	44.248	0.0938
T0004,T0018	C008	40.128	0.0741
T0004,T0018	C009	38.846	0.0528
T0004,T0018	C010	40.206	0.1117
T0004,T0018	C011	36.841	0.1049
T0004,T0018	C012	39.092	0.0863
T0004,T0018	C013	42.254	0.0534
T0004,T0018	C014	25.564	0.0946
T0004,T0018	C015	41.178	0.0949
T0004,T0018	C016	33.437	0.1216
T0004,T0018	C017	60.608	0.0665
T0004,T0018	C018	38.365	0.0772
T0004,T0018	C019	40.989	0.0868
T0004,T0018	C020	27.241	0.1189
T0004,T0018	C021	38.425	0.1251
T0004,T0018	C022	48.967	0.1229
T0004,T0018	C023	40.083	0.1069
T0004,T0018	C024	46.636	0.1297
T0004,T0018	C025	41.098	0.0827
T0004,T0018	C026	43.166	0.1192
T0004,T0018	C027	30.221	0.1434
T0004,T0018	C028	43.404	0.0901
T0004,T0018	C029	30.119	0.0275
T0004,T0018	C030	36.107	0.0761
T0004,T0018	C031	39.824	0.1126
T0004,T0018	C032	23.630	0.0983
T0004,T0018	C033	38.996	0.0382
T0004,T0018	C034	24.295	0.1341
T0004,T0018	C035	39.697	0.1302
T0004,T0018	C036	26.745	0.0906
T0004,T0018	C037	19.586	0.0948
T0004,T0018	C038	36.917	0.1060
T0004,T0018	C039	41.282	0.0981
T0004,T0018	C040	45.136	0.0738
T0004,T0018	C041	45.718	0.1165
T0004,T0018	C042	40.205	0.1067
T0004,T0018	C043	24.034	0.0741
T0004,T0018	C044	18.801	0.1072
T0004,T0018	C045	39.827	0.1153
T0004,T0018	C046	39.855	0.0591
T0004,T0018	C047	48.550	0.1147
T0004,T0018	C048	35.729	0.0759
T0004,T0018	C049	28.426	0.0991
T0004,T0018	C050	34.284	0.0947
T0004,T0018	C051	42.659	0.0961
T0004,T0018	C052	33.308	0.0310
T0004,T0018	C053	44.788	0.0898
T0004,T0018	C054	32.183	0.1301
T0004,T0018	C055	32.740	0.0994
T0004,T0018	C056	32.998	0.1029
T0004,T0018	C057	32.295	0.0770
T0004,T0018	C058	43.334	0.1248
T0004,T0018	C059	55.503	0.0836
T0004,T0018	C060	49.197	0.1339
T0004,T0018	C061	42.120	0.1196
T0004,T0018	C062	35.520	0.1064
T0004,T0018	C063	37.514	0.0891
T0004,T0018	C064	36.635	0.0460
T0004,T0018	C065	43.170	0.0602
T0004,T0018	C066	39.933	0.0730
T0004,T0018	C067	37.553	0.1275
T0004,T0018	C068	38.043	0.0901
T0004,T0018	C069	46.665	0.0703
T0004,T0019	C000	58.337	0.0919
T0004,T0019	C001	62.631	0.0884
T0004,T0019	C002	69.335	0.0740
T0004,T0019	C003	63.231	0.0556
T0004,T0019	C004	47.977	0.1000
T0004,T0019	C005	63.232	0.0608
T0004,T0019	C006	58.397	0.0638
T0004,T0019	C007	59.860	0.0937
T0004,T0019	C008	55.827	0.0450
T0004,T0019	C009	66.964	0.0744
T0004,T0019	C010	64.496	0.0793
T0004,T0019	C011	61.432	0.0597
T0004,T0019	C012	58.833	0.0729
T0004,T0019	C013	57.174	0.0928
T0004,T0019	C014	57.097	0.1343
T0004,T0019	C015	60.811	0.0541
T0004,T0019	C016	59.643	0.1292
T0004,T0019	C017	71.528	0.0949
T0004,T0019	C018	55.136	0.0709
T0004,T0019	C019	64.317	0.0705
T0004,T0019	C020	54.840	0.1058
T0004,T0019	C021	60.232	0.0557
T0004,T0019	C022	53.658	0.0849
T0004,T0019	C023	62.069	0.1310
T0004,T0019	C024	73.424	0.1070
T0004,T0019	C025	58.480	0.0747
T0004,T0019	C026	61.529	0.0947
T0004,T0019	C027	65.209	0.0638
T0004,T0019	C028	58.862	0.1133
T0004,T0019	C029	57.681	0.1368
T0004,T0019	C030	53.673	0.0486
T0004,T0019	C031	58.785	0.0722
T0004,T0019	C032	72.563	0.0964
T0004,T0019	C033	65.481	0.0291
T0004,T0019	C034	59.259	0.0757
T0004,T0019	C035	60.289	0.0921
T0004,T0019	C036	58.546	0.0689
T0004,T0019	C037	71.197	0.0736
T0004,T0019	C038	69.481	0.0891
T0004,T0019	C039	65.749	0.0674
T0004,T0019	C040	65.551	0.1405
T0004,T0019	C041	63.047	0.0904
T0004,T0019	C042	45.361	0.1001
T0004,T0019	C043	63.305	0.1056
T0004,T0019	C044	70.231	0.0825
T0004,T0019	C045	77.254	0.0819
T0004,T0019	C046	64.853	0.0831
T0004,T0019	C047	71.696	0.1065
T0004,T0019	C048	63.356	0.0829
T0004,T0019	C049	76.519	0.0399
T0004,T0019	C050	63.622	0.0779
T0004,T0019	C051	54.163	0.1136
T0004,T0019	C052	73.407	0.1020
T0004,T0019	C053	83.873	0.0747
T0004,T0019	C054	58.080	0.1360
T0004,T0019	C055	50.881	0.1157
T0004,T0019	C056	64.727	0.0392
T0004,T0019	C057	58.747	0.0607
T0004,T0019	C058	66.438	0.0347
T0004,T0019	C059	64.134	0.1067
T0004,T0019	C060	69.386	0.1220
T0004,T0019	C061	73.981	0.0752
T0004,T0019	C062	58.881	0.1148
T0004,T0019	C063	67.838	0.1257
T0004,T0019	C064	70.442	0.0783
T0004,T0019	C065	62.291	0.0483
T0004,T0019	C066	64.859	0.0797
T0004,T0019	C067	72.426	0.0894
T0004,T0019	C068	73.224	0.0734
T0004,T0019	C069	71.039	0.1210
T0004,T0020	C000	88.490	0.0357
T0004,T0020	C001	73.377	0.0808
T0004,T0020	C002	67.171	0.0899
T0004,T0020	C003	78.200	0.0564
T0004,T0020	C004	75.949	0.0491
T0004,T0020	C005	71.762	0.0942
T0004,T0020	C006	85.126	0.0657
T0004,T0020	C007	75.055	0.0410
T0004,T0020	C008	73.996	0.0529
T0004,T0020	C009	71.337	0.0794
T0004,T0020	C010	66.276	0.0852
T0004,T0020	C011	57.735	0.1097
T0004,T0020	C012	83.782	0.0969
T0004,T0020	C013	89.501	0.0641
T0004,T0020	C014	66.739	0.1002
T0004,T0020	C015	78.465	0.0784
T0004,T0020	C016	70.979	0.0961
T0004,T0020	C017	91.756	0.0547
T0004,T0020	C018	76.038	0.0622
T0004,T0020	C019	78.553	0.0916
T0004,T0020	C020	82.934	0.0624
T0004,T0020	C021	80.361	0.0704
T0004,T0020	C022	63.053	0.1059
T0004,T0020	C023	64.421	0.1179
T0004,T0020	C024	77.981	0.0869
T0004,T0020	C025	76.415	0.0922
T0004,T0020	C026	75.045	0.0631
T0004,T0020	C027	69.410	0.0889
T0004,T0020	C028	71.231	0.0939
T0004,T0020	C029	76.037	0.0785
T0004,T0020	C030	70.793	0.0835
T0004,T0020	C031	68.461	0.0874
T0004,T0020	C032	79.569	0.0709
T0004,T0020	C033	67.653	0.0447
T0004,T0020	C034	66.578	0.0725
T0004,T0020	C035	75.307	0.0412
T0004,T0020	C036	67.348	0.1038
T0004,T0020	C037	64.721	0.0803
T0004,T0020	C038	71.246	0.0705
T0004,T0020	C039	85.538	0.0602
T0004,T0020	C040	81.347	0.0950
T0004,T0020	C041	72.454	0.0583
T0004,T0020	C042	72.150	0.0684
T0004,T0020	C043	63.486	0.0750
T0004,T0020	C044	73.125	0.0947
T0004,T0020	C045	73.522	0.0687
T0004,T0020	C046	71.935	0.0746
T0004,T0020	C047	69.633	0.1060
T0004,T0020	C048	83.536	0.0610
T0004,T0020	C049	87.986	0.0660
T0004,T0020	C050	66.080	0.0784
T0004,T0020	C051	73.413	0.0713
T0004,T0020	C052	76.342	0.1338
T0004,T0020	C053	83.773	0.0723
T0004,T0020	C054	83.502	0.0624
T0004,T0020	C055	65.947	0.0905
T0004,T0020	C056	69.033	0.0414
T0004,T0020	C057	83.404	0.0560
T0004,T0020	C058	77.302	0.0550
T0004,T0020	C059	87.234	0.0781
T0004,T0020	C060	68.828	0.0643
T0004,T0020	C061	86.679	0.0914
T0004,T0020	C062	60.114	0.0779
T0004,T0020	C063	72.085	0.0732
T0004,T0020	C064	88.837	0.1134
T0004,T0020	C065	69.956	0.0932
T0004,T0020	C066	81.747	0.0877
T0004,T0020	C067	75.671	0.0758
T0004,T0020	C068	73.251	0.0810
T0004,T0020	C069	75.929	0.1006
T0004,T0021	C000	67.238	0.0587
T0004,T0021	C001	51.718	0.1243
T0004,T0021	C002	54.157	0.0914
T0004,T0021	C003	67.347	0.0698
T0004,T0021	C004	70.050	0.1172
T0004,T0021	C005	68.641	0.0906
T0004,T0021	C006	71.165	0.0565
T0004,T0021	C007	73.346	0.0750
T0004,T0021	C008	59.958	0.0681
T0004,T0021	C009	57.990	0.0687
T0004,T0021	C010	50.475	0.0904
T0004,T0021	C011	53.698	0.1036
T0004,T0021	C012	71.196	0.1090
T0004,T0021	C013	63.444	0.0900
T0004,T0021	C014	60.209	0.1049
T0004,T0021	C015	68.643	0.0791
T0004,T0021	C016	60.986	0.0623
T0004,T0021	C017	80.696	0.0994
T0004,T0021	C018	61.670	0.0298
T0004,T0021	C019	56.680	0.0847
T0004,T0021	C020	72.177	0.0650
T0004,T0021	C021	68.330	0.0942
T0004,T0021	C022	80.133	0.1346
T0004,T0021	C023	63.879	0.0569
T0004,T0021	C024	52.034	0.0705
T0004,T0021	C025	70.630	0.0962
T0004,T0021	C026	77.423	0.1115
T0004,T0021	C027	48.366	0.0791
T0004,T0021	C028	60.606	0.1316
T0004,T0021	C029	68.142	0.1082
T0004,T0021	C030	55.407	0.0993
T0004,T0021	C031	53.907	0.0961
T0004,T0021	C032	63.403	0.1265
T0004,T0021	C033	57.673	0.0783
T0004,T0021	C034	53.578	0.1198
T0004,T0021	C035	69.152	0.0573
T0004,T0021	C036	45.206	0.0576
T0004,T0021	C037	55.429	0.0998
T0004,T0021	C038	62.748	0.0813
T0004,T0021	C039	72.479	0.1168
T0004,T0021	C040	56.809	0.0879
T0004,T0021	C041	75.841	0.0822
T0004,T0021	C042	55.757	0.1321
T0004,T0021	C043	47.535	0.0940
T0004,T0021	C044	66.270	0.1033
T0004,T0021	C045	60.659	0.1179
T0004,T0021	C046	60.963	0.1169
T0004,T0021	C047	73.776	0.1034
T0004,T0021	C048	63.508	0.0842
T0004,T0021	C049	60.543	0.0888
T0004,T0021	C050	61.223	0.0667
T0004,T0021	C051	72.376	0.0740
T0004,T0021	C052	52.765	0.1023
T0004,T0021	C053	75.961	0.0802
T0004,T0021	C054	56.712	0.1036
T0004,T0021	C055	69.357	0.1182
T0004,T0021	C056	60.195	0.0515
T0004,T0021	C057	61.611	0.0514
T0004,T0021	C058	58.212	0.0672
T0004,T0021	C059	78.307	0.0925
T0004,T0021	C060	76.184	0.0980
T0004,T0021	C061	60.807	0.1187
T0004,T0021	C062	70.777	0.0722
T0004,T0021	C063	56.999	0.1197
T0004,T0021	C064	69.300	0.0546
T0004,T0021	C065	68.008	0.0864
T0004,T0021	C066	61.317	0.0491
T0004,T0021	C067	48.941	0.0721
T0004,T0021	C068	68.612	0.0666
T0004,T0021	C069	57.443	0.0561
T0004,T0022	C000	48.209	0.0610
T0004,T0022	C001	39.525	0.1455
T0004,T0022	C002	57.572	0.0719
T0004,T0022	C003	62.005	0.0947
T0004,T0022	C004	47.470	0.0693
T0004,T0022	C005	27.328	0.0937
T0004,T0022	C006	33.856	0.1058
T0004,T0022	C007	52.452	0.1352
T0004,T0022	C008	48.182	0.0323
T0004,T0022	C009	44.265	0.1041
T0004,T0022	C010	44.858	0.0984
T0004,T0022	C011	36.263	0.1059
T0004,T0022	C012	42.670	0.1017
T0004,T0022	C013	46.027	0.1138
T0004,T0022	C014	42.383	0.0831
T0004,T0022	C015	51.127	0.0954
T0004,T0022	C016	56.664	0.0939
T0004,T0022	C017	42.230	0.0954
T0004,T0022	C018	56.914	0.0538
T0004,T0022	C019	48.863	0.0752
T0004,T0022	C020	49.369	0.1450
T0004,T0022	C021	50.251	0.1433
T0004,T0022	C022	69.288	0.1338
T0004,T0022	C023	55.490	0.0764
T0004,T0022	C024	54.672	0.0967
T0004,T0022	C025	54.197	0.1426
T0004,T0022	C026	54.393	0.1165
T0004,T0022	C027	38.982	0.1006
T0004,T0022	C028	48.718	0.1237
T0004,T0022	C029	50.435	0.1000
T0004,T0022	C030	48.520	0.0960
T0004,T0022	C031	51.278	0.0931
T0004,T0022	C032	53.436	0.0974
T0004,T0022	C033	52.055	0.0636
T0004,T0022	C034	35.250	0.0936
T0004,T0022	C035	49.547	0.1129
T0004,T0022	C036	35.109	0.0967
T0004,T0022	C037	45.388	0.1239
T0004,T0022	C038	50.808	0.0817
T0004,T0022	C039	55.452	0.1221
T0004,T0022	C040	37.028	0.0819
T0004,T0022	C041	54.755	0.1044
T0004,T0022	C042	32.993	0.1409
T0004,T0022	C043	38.537	0.0689
T0004,T0022	C044	52.158	0.0808
T0004,T0022	C045	59.837	0.1209
T0004,T0022	C046	58.127	0.1047
T0004,T0022	C047	55.424	0.1078
T0004,T0022	C048	39.851	0.0885
T0004,T0022	C049	49.809	0.0800
T0004,T0022	C050	28.347	0.1078
T0004,T0022	C051	43.520	0.1077
T0004,T0022	C052	43.987	0.0672
T0004,T0022	C053	58.667	0.1287
T0004,T0022	C054	46.060	0.1457
T0004,T0022	C055	51.678	0.1161
T0004,T0022	C056	45.797	0.1043
T0004,T0022	C057	48.965	0.0633
T0004,T0022	C058	50.181	0.0625
T0004,T0022	C059	48.917	0.1133
T0004,T0022	C060	48.463	0.0767
T0004,T0022	C061	72.372	0.1340
T0004,T0022	C062	49.414	0.0757
T0004,T0022	C063	42.321	0.0996
T0004,T0022	C064	44.732	0.1024
T0004,T0022	C065	63.069	0.1291
T0004,T0022	C066	50.030	0.1324
T0004,T0022	C067	48.983	0.1154
T0004,T0022	C068	61.237	0.0865
T0004,T0022	C069	55.492	0.1189
T0004,T0023	C000	85.145	0.0815
T0004,T0023	C001	68.473	0.0679
T0004,T0023	C002	61.467	0.1056
T0004,T0023	C003	74.973	0.0936
T0004,T0023	C004	84.337	0.0764
T0004,T0023	C005	67.806	0.0769
T0004,T0023	C006	86.110	0.0615
T0004,T0023	C007	65.574	0.0812
T0004,T0023	C008	64.420	0.0434
T0004,T0023	C009	68.040	0.1006
T0004,T0023	C010	76.343	0.0712
T0004,T0023	C011	72.549	0.1218
T0004,T0023	C012	69.006	0.1141
T0004,T0023	C013	69.829	0.1048
T0004,T0023	C014	52.626	0.1081
T0004,T0023	C015	77.773	0.0843
T0004,T0023	C016	73.852	0.0531
T0004,T0023	C017	71.868	0.0449
T0004,T0023	C018	65.449	0.0697
T0004,T0023	C019	73.963	0.0575
T0004,T0023	C020	71.716	0.1085
T0004,T0023	C021	85.907	0.1148
T0004,T0023	C022	73.479	0.0623
T0004,T0023	C023	79.039	0.1113
T0004,T0023	C024	79.454	0.0996
T0004,T0023	C025	83.688	0.1057
T0004,T0023	C026	83.818	0.0829
T0004,T0023	C027	65.017	0.0756
T0004,T0023	C028	56.540	0.1033
T0004,T0023	C029	73.574	0.0423
T0004,T0023	C030	61.578	0.0815
T0004,T0023	C031	69.436	0.0760
T0004,T0023	C032	76.834	0.0707
T0004,T0023	C033	71.696	0.0432
T0004,T0023	C034	70.541	0.0529
T0004,T0023	C035	69.055	0.0673
T0004,T0023	C036	80.711	0.0744
T0004,T0023	C037	54.325	0.1106
T0004,T0023	C038	77.114	0.0600
T0004,T0023	C039	60.648	0.0802
T0004,T0023	C040	70.734	0.0582
T0004,T0023	C041	74.964	0.0582
T0004,T0023	C042	80.265	0.0773
T0004,T0023	C043	65.683	0.0397
T0004,T0023	C044	80.357	0.0749
T0004,T0023	C045	71.232	0.1139
T0004,T0023	C046	61.293	0.0882
T0004,T0023	C047	83.813	0.1349
T0004,T0023	C048	68.648	0.0528
T0004,T0023	C049	88.503	0.0416
T0004,T0023	C050	76.250	0.0849
T0004,T0023	C051	73.548	0.0801
T0004,T0023	C052	69.509	0.1029
T0004,T0023	C053	63.970	0.0417
T0004,T0023	C054	71.790	0.1024
T0004,T0023	C055	75.316	0.0936
T0004,T0023	C056	68.125	0.0822
T0004,T0023	C057	75.897	0.0564
T0004,T0023	C058	73.926	0.0471
T0004,T0023	C059	71.678	0.0690
T0004,T0023	C060	81.320	0.0408
T0004,T0023	C061	75.895	0.0651
T0004,T0023	C062	60.663	0.1128
T0004,T0023	C063	80.356	0.1008
T0004,T0023	C064	74.286	0.0803
T0004,T0023	C065	85.327	0.0821
T0004,T0023	C066	72.188	0.0951
T0004,T0023	C067	65.948	0.0981
T0004,T0023	C068	68.069	0.0783
T0004,T0023	C069	72.865	0.0970
T0004,T0024	C000	50.624	0.0641
T0004,T0024	C001	36.983	0.0731
T0004,T0024	C002	63.156	0.0574
T0004,T0024	C003	47.854	0.0742
T0004,T0024	C004	43.172	0.1167
T0004,T0024	C005	37.199	0.1415
T0004,T0024	C006	45.185	0.0803
T0004,T0024	C007	64.535	0.0829
T0004,T0024	C008	47.424	0.0723
T0004,T0024	C009	46.099	0.1473
T0004,T0024	C010	38.265	0.0827
T0004,T0024	C011	43.750	0.0911
T0004,T0024	C012	45.338	0.0824
T0004,T0024	C013	39.813	0.0969
T0004,T0024	C014	34.505	0.0486
T0004,T0024	C015	61.291	0.0483
T0004,T0024	C016	43.194	0.0468
T0004,T0024	C017	58.861	0.0998
T0004,T0024	C018	52.466	0.0904
T0004,T0024	C019	69.989	0.0688
T0004,T0024	C020	51.787	0.0806
T0004,T0024	C021	45.407	0.1197
T0004,T0024	C022	45.351	0.1372
T0004,T0024	C023	48.533	0.0876
T0004,T0024	C024	45.506	0.1293
T0004,T0024	C025	31.102	0.1457
T0004,T0024	C026	58.500	0.0960
T0004,T0024	C027	37.041	0.0681
T0004,T0024	C028	37.721	0.1095
T0004,T0024	C029	38.673	0.1233
T0004,T0024	C030	35.954	0.1059
T0004,T0024	C031	53.344	0.1046
T0004,T0024	C032	40.267	0.1201
T0004,T0024	C033	36.716	0.1124
T0004,T0024	C034	24.218	0.0807
T0004,T0024	C035	56.341	0.0871
T0004,T0024	C036	44.747	0.0389
T0004,T0024	C037	29.341	0.1307
T0004,T0024	C038	45.228	0.1134
T0004,T0024	C039	48.314	0.1484
T0004,T0024	C040	40.984	0.0888
T0004,T0024	C041	45.653	0.1037
T0004,T0024	C042	41.893	0.1146
T0004,T0024	C043	26.785	0.1090
T0004,T0024	C044	43.399	0.0801
T0004,T0024	C045	43.661	0.1000
T0004,T0024	C046	62.114	0.0579
T0004,T0024	C047	56.467	0.0916
T0004,T0024	C048	48.729	0.1089
T0004,T0024	C049	41.503	0.0637
T0004,T0024	C050	36.103	0.0813
T0004,T0024	C051	47.903	0.1340
T0004,T0024	C052	46.203	0.0878
T0004,T0024	C053	64.470	0.1152
T0004,T0024	C054	43.862	0.1084
T0004,T0024	C055	47.896	0.1057
T0004,T0024	C056	33.449	0.0590
T0004,T0024	C057	30.479	0.0983
T0004,T0024	C058	47.461	0.1058
T0004,T0024	C059	69.026	0.1090
T0004,T0024	C060	47.437	0.1472
T0004,T0024	C061	51.758	0.1023
T0004,T0024	C062	31.634	0.0569
T0004,T0024	C063	42.737	0.1055
T0004,T0024	C064	47.384	0.1225
T0004,T0024	C065	38.394	0.0695
T0004,T0024	C066	43.186	0.0799
T0004,T0024	C067	45.787	0.0832
T0004,T0024	C068	61.123	0.0884
T0004,T0024	C069	39.711	0.0803
T0004,T0025	C000	71.926	0.0521
T0004,T0025	C001	83.377	0.0829
T0004,T0025	C002	106.041	0.0447
T0004,T0025	C003	88.040	0.0690
T0004,T0025	C004	79.597	0.0522
T0004,T0025	C005	86.954	0.0381
T0004,T0025	C006	92.820	0.0360
T0004,T0025	C007	88.884	0.0705
T0004,T0025	C008	78.355	0.0790
T0004,T0025	C009	87.908	0.0743
T0004,T0025	C010	77.150	0.0822
T0004,T0025	C011	97.038	0.0386
T0004,T0025	C012	74.358	0.1003
T0004,T0025	C013	89.371	0.0843
T0004,T0025	C014	74.878	0.0864
T0004,T0025	C015	86.098	0.1064
T0004,T0025	C016	71.113	0.0763
T0004,T0025	C017	95.467	0.0309
T0004,T0025	C018	95.096	0.0660
T0004,T0025	C019	69.461	0.0337
T0004,T0025	C020	83.357	0.1403
T0004,T0025	C021	78.160	0.0890
T0004,T0025	C022	79.018	0.0659
T0004,T0025	C023	108.269	0.0291
T0004,T0025	C024	85.462	0.0835
T0004,T0025	C025	88.323	0.1239
T0004,T0025	C026	81.967	0.0777
T0004,T0025	C027	82.590	0.1413
T0004,T0025	C028	78.297	0.0789
T0004,T0025	C029	67.096	0.0673
T0004,T0025	C030	70.088	0.0606
T0004,T0025	C031	76.993	0.0795
T0004,T0025	C032	93.991	0.0718
T0004,T0025	C033	69.530	0.1224
T0004,T0025	C034	78.851	0.0815
T0004,T0025	C035	85.180	0.0784
T0004,T0025	C036	65.963	0.0588
T0004,T0025	C037	90.374	0.0849
T0004,T0025	C038	91.382	0.1353
T0004,T0025	C039	105.909	0.0540
T0004,T0025	C040	76.238	0.0586
T0004,T0025	C041	82.909	0.0684
T0004,T0025	C042	66.201	0.0733
T0004,T0025	C043	81.899	0.0327
T0004,T0025	C044	79.333	0.0914
T0004,T0025	C045	86.227	0.0687
T0004,T0025	C046	96.711	0.0733
T0004,T0025	C047	92.523	0.0828
T0004,T0025	C048	82.132	0.0648
T0004,T0025	C049	80.967	0.0639
T0004,T0025	C050	89.314	0.0534
T0004,T0025	C051	94.611	0.0733
T0004,T0025	C052	84.669	0.0680
T0004,T0025	C053	104.135	0.0562
T0004,T0025	C054	67.689	0.1004
T0004,T0025	C055	108.399	0.1213
